,岗位,公司,薪资,位置,公司性质,规模,工作领域,福利,学历,最低薪资,最高薪资,平均薪资
6930,项目经理,广州天维信息技术股份有限公司,"[7.0, 10.0, 8.5]",长春,上市公司,500-1000人,['计算机软件'],"['员工旅游', '餐饮补贴', '专业培训', '绩效奖金', '定期体检', '节日福利', '七险一金', '带薪年假']","""本科""",7.0,10.0,8.5
6931,2021届毕业生-学术推广专员,健帆生物科技集团股份有限公司,"[11.0, 14.0, 12.5]",异地招聘,上市公司,1000-5000人,"['医疗设备', '器械']","['五险一金', '年终奖金', '股票期权', '专业培训', '定期体检', '交通补贴', '餐饮补贴', '通讯补贴', '弹性工作', '补充医疗保险']","""硕士""",11.0,14.0,12.5
6932,安装工程项目经理,吉林亚东电器有限公司,"[5.0, 7.0, 6.0]",长春-净月经济开发区,民营公司,50-150人,"['批发', '零售']",[''],"""大专""",5.0,7.0,6.0
6933,中央空调销售经理,吉林亚东电器有限公司,"[10.0, 15.0, 12.5]",长春-净月经济开发区,民营公司,50-150人,"['批发', '零售']",[''],"""大专""",10.0,15.0,12.5
6934,往来账会计,吉林亚东电器有限公司,"[4.0, 5.0, 4.5]",长春-二道区,民营公司,50-150人,"['批发', '零售']",[''],"""大专""",4.0,5.0,4.5
6935,美的冰洗渠道业务,吉林亚东电器有限公司,"[10.0, 15.0, 12.5]",长春-二道区,民营公司,50-150人,"['批发', '零售']",[''],[''],10.0,15.0,12.5
6936,财务助理,吉林亚东电器有限公司,"[4.0, 5.0, 4.5]",长春-二道区,民营公司,50-150人,"['批发', '零售']",[''],"""大专""",4.0,5.0,4.5
6937,空调安装技师,吉林亚东电器有限公司,"[5.0, 7.0, 6.0]",长春-净月经济开发区,民营公司,50-150人,"['批发', '零售']",[''],"""1年经验""",5.0,7.0,6.0
6938,总账会计,吉林亚东电器有限公司,"[5.0, 6.0, 5.5]",长春-二道区,民营公司,50-150人,"['批发', '零售']",[''],"""3-4年经验""",5.0,6.0,5.5
6939,开单员,吉林亚东电器有限公司,"[4.0, 5.0, 4.5]",长春-二道区,民营公司,50-150人,"['批发', '零售']",[''],[''],4.0,5.0,4.5
6940,软件工程师,长春市深蓝软件有限责任公司,"[5.0, 9.0, 7.0]",长春-朝阳区,民营公司,50-150人,['计算机软件'],"['补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '带薪年假']","""本科""",5.0,9.0,7.0
6941,客服主管,长春市深蓝软件有限责任公司,"[5.0, 7.0, 6.0]",长春-朝阳区,民营公司,50-150人,['计算机软件'],"['五险一金', '专业培训', '员工旅游', '弹性工作']","""本科""",5.0,7.0,6.0
6942,大客户销售代表,长春市深蓝软件有限责任公司,"[4.0, 5.0, 4.5]",长春-朝阳区,民营公司,50-150人,['计算机软件'],"['五险一金', '专业培训', '员工旅游', '弹性工作']","""大专""",4.0,5.0,4.5
6943,商务总监,长春市深蓝软件有限责任公司,"[10.0, 12.0, 11.0]",长春-朝阳区,民营公司,50-150人,['计算机软件'],"['五险一金', '专业培训', '员工旅游', '弹性工作']","""本科""",10.0,12.0,11.0
6944,业务拓展专员,长春市深蓝软件有限责任公司,"[4.0, 5.0, 4.5]",长春-朝阳区,民营公司,50-150人,['计算机软件'],"['五险一金', '专业培训', '员工旅游', '弹性工作']","""大专""",4.0,5.0,4.5
6945,报告专员,长春市深蓝软件有限责任公司,"[4.0, 5.0, 4.5]",长春-朝阳区,民营公司,50-150人,['计算机软件'],"['五险一金', '专业培训', '员工旅游', '弹性工作']","""本科""",4.0,5.0,4.5
6946,前端开发工程师,长春市深蓝软件有限责任公司,"[4.0, 5.0, 4.5]",长春-朝阳区,民营公司,50-150人,['计算机软件'],"['五险一金', '专业培训', '员工旅游', '弹性工作']","""本科""",4.0,5.0,4.5
6947,互联网产品经理,长春市深蓝软件有限责任公司,"[12.0, 18.0, 15.0]",长春-朝阳区,民营公司,50-150人,['计算机软件'],"['五险一金', '专业培训', '员工旅游', '弹性工作']","""本科""",12.0,18.0,15.0
6948,软件实施工程师,长春市深蓝软件有限责任公司,"[4.0, 5.0, 4.5]",长春-朝阳区,民营公司,50-150人,['计算机软件'],"['五险一金', '专业培训', '员工旅游', '弹性工作']","""本科""",4.0,5.0,4.5
6949,销售代表,长春市深蓝软件有限责任公司,"[2.0, 12.0, 7.0]",长春-朝阳区,民营公司,50-150人,['计算机软件'],[''],"""本科""",2.0,12.0,7.0
6950,UI设计师,长春市深蓝软件有限责任公司,"[4.0, 5.0, 4.5]",长春-朝阳区,民营公司,50-150人,['计算机软件'],"['补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '带薪年假']","""本科""",4.0,5.0,4.5
6951,市场经理,长春市深蓝软件有限责任公司,"[7.0, 10.0, 8.5]",长春-朝阳区,民营公司,50-150人,['计算机软件'],"['五险一金', '专业培训', '员工旅游', '弹性工作']","""大专""",7.0,10.0,8.5
6952,安全管理员（工作地点：吉林）,深圳海王集团股份有限公司,"[5.0, 8.0, 6.5]",异地招聘,民营公司,10000人以上,"['制药', '生物工程']","['带薪年假', '节日福利', '五险一金', '周末双休', '工龄工资', '免费食宿', '定期体检', '定期团建']","""大专""",5.0,8.0,6.5
6953,弱电工程师\IT工程师,深圳海王集团股份有限公司,"[5.0, 6.0, 5.5]",异地招聘,民营公司,10000人以上,"['制药', '生物工程']","['带薪年假', '五险一金', '餐饮补贴', '节日福利', '定期体检', '全勤奖', '高温补贴', '绩效奖金', '员工旅游', '年终奖金']","""大专""",5.0,6.0,5.5
6954,QA主任（工作地点：吉林）,深圳海王集团股份有限公司,"[6.0, 8.0, 7.0]",异地招聘,民营公司,10000人以上,"['制药', '生物工程']","['五险一金', '定期体检', '生日福利', '节日福利', '包吃包住', '周末双休', '带薪年假', '工龄工资', '专业培训', '定期团建']","""大专""",6.0,8.0,7.0
6955,QA专员,深圳海王集团股份有限公司,"[2.0, 5.0, 3.5]",异地招聘,民营公司,10000人以上,"['制药', '生物工程']","['带薪年假', '五险一金', '定期体检', '周末双休', '生日福利', '免费食宿', '工龄工资', '专业培训']","""大专""",2.0,5.0,3.5
6956,一体化销售经理（技术型销售）,西安兴汇电力科技有限公司,"[6.0, 12.0, 9.0]",长春,民营公司,150-500人,"['电气', '电力', '水利']","['五险一金', '员工旅游', '年终奖金', '绩效奖金', '专业培训', '通讯补贴', '定期体检', '节日福利', '周末双休']","""本科""",6.0,12.0,9.0
6957,K A专员（驻店销售）,浙江康恩贝医药销售有限公司,"[7.0, 10.0, 8.5]",异地招聘,民营公司,1000-5000人,"['批发', '零售']","['五险一金', '专业培训', '员工旅游', '交通补贴', '绩效奖金']","""大专""",7.0,10.0,8.5
6958,K A专员（终端店内促销）,浙江康恩贝医药销售有限公司,"[7.0, 10.0, 8.5]",异地招聘,民营公司,1000-5000人,"['批发', '零售']","['五险一金', '专业培训', '员工旅游', '交通补贴', '绩效奖金']","""大专""",7.0,10.0,8.5
6959,K A专员,浙江康恩贝医药销售有限公司,"[7.0, 10.0, 8.5]",异地招聘,民营公司,1000-5000人,"['批发', '零售']","['五险一金', '专业培训', '员工旅游', '交通补贴', '绩效奖金']","""大专""",7.0,10.0,8.5
6960,医药驻店销售（朝阳、绿园区）,浙江康恩贝医药销售有限公司,"[8.0, 10.0, 9.0]",长春,民营公司,1000-5000人,"['批发', '零售']","['五险一金', '专业培训', '员工旅游', '交通补贴', '绩效奖金']","""大专""",8.0,10.0,9.0
6961,KA门店专员（朝阳、南关二道、绿园区）,浙江康恩贝医药销售有限公司,"[8.0, 10.0, 9.0]",长春,民营公司,1000-5000人,"['批发', '零售']","['五险一金', '专业培训', '员工旅游', '交通补贴', '绩效奖金']","""大专""",8.0,10.0,9.0
6962,KA销售代表（医药）,浙江康恩贝医药销售有限公司,"[8.0, 10.0, 9.0]",长春,民营公司,1000-5000人,"['批发', '零售']","['五险一金', '专业培训', '员工旅游', '交通补贴', '绩效奖金']","""大专""",8.0,10.0,9.0
6963,服装教师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '法定假日', '寒暑假']","""大专""",2.0,5.0,3.5
6964,美发教师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '法定假日', '寒暑假']","""大专""",2.0,5.0,3.5
6965,建筑教师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '寒暑假', '法定假日']","""本科""",2.0,5.0,3.5
6966,金融专业教师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '寒暑假', '法定假日']",[''],2.0,5.0,3.5
6967,分院院长,吉林城市职业技术学院,"[5.0, 7.0, 6.0]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '寒暑假', '法定假日']","""本科""",5.0,7.0,6.0
6968,电工,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休']",[''],2.0,5.0,3.5
6969,城市服务系院长,吉林城市职业技术学院,"[5.0, 7.0, 6.0]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休']","""本科""",5.0,7.0,6.0
6970,舞蹈老师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '法定假日']","""本科""",2.0,5.0,3.5
6971,教务处干事,吉林城市职业技术学院,"[3.0, 4.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '法定假日']","""本科""",3.0,4.0,3.5
6972,空乘服务教师,吉林城市职业技术学院,"[3.0, 5.0, 4.0]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '免费体检', '双休']","""大专""",3.0,5.0,4.0
6973,护理教师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '法定假日']","""本科""",2.0,5.0,3.5
6974,新媒体微信公众运营专员,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '法定假日']","""本科""",2.0,5.0,3.5
6975,班主任,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休']","""本科""",2.0,5.0,3.5
6976,办公室干事,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '免费体检', '双休']","""本科""",2.0,5.0,3.5
6977,国际交流市场部主任,吉林城市职业技术学院,"[6.0, 10.0, 8.0]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '免费体检', '周末双休']","""本科""",6.0,10.0,8.0
6978,工程造价预算教师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '寒暑假', '免费体检', '周末双休']","""本科""",2.0,5.0,3.5
6979,摄影编辑,吉林城市职业技术学院,"[4.0, 6.0, 5.0]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '寒暑假', '免费体检', '周末双休']","""本科""",4.0,6.0,5.0
6980,形体教师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '寒暑假', '免费体检', '周末双休']","""本科""",2.0,5.0,3.5
6981,国际交流处招生干事,吉林城市职业技术学院,"[4.0, 7.0, 5.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休']","""本科""",4.0,7.0,5.5
6982,军事理论课教师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休']","""本科""",2.0,5.0,3.5
6983,城市轨道交通专业教师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休']","""大专""",2.0,5.0,3.5
6984,董事长助理,吉林城市职业技术学院,"[4.0, 6.0, 5.0]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休']","""本科""",4.0,6.0,5.0
6985,电气工程师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '寒暑假', '免费体检', '周末双休']","""本科""",2.0,5.0,3.5
6986,电气教师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '寒暑假', '免费体检', '周末双休']","""大专""",2.0,5.0,3.5
6987,德育教师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '法定假日']",[''],2.0,5.0,3.5
6988,机电教师岗,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '法定假日', '寒暑假']",[''],2.0,5.0,3.5
6989,技师分院院长,吉林城市职业技术学院,"[7.0, 10.0, 8.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '法定假日', '寒暑假']","""本科""",7.0,10.0,8.5
6990,思政教师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休']","""本科""",2.0,5.0,3.5
6991,人力资源处副处长,吉林城市职业技术学院,"[5.0, 8.0, 6.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '寒暑假', '免费体检', '周末双休']","""本科""",5.0,8.0,6.5
6992,形势政策教师（思政方向）,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '寒暑假', '免费体检', '周末双休']","""本科""",2.0,5.0,3.5
6993,基地设备管理员,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '寒暑假', '法定假日']","""中专""",2.0,5.0,3.5
6994,汽车维修教师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '寒暑假', '法定假日']","""大专""",2.0,5.0,3.5
6995,汽车新能源教师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['免费班车', '五险一金', '周末双休', '免费体检', '节假日']","""大专""",2.0,5.0,3.5
6996,钢琴老师,吉林城市职业技术学院,"[2.0, 5.0, 3.5]",长春,非营利组织,150-500人,"['教育', '培训', '院校']","['五险一金', '免费班车', '周末双休', '法定假日']","""本科""",2.0,5.0,3.5
